Title,Success
The effect of HIV prevention products on incentives to supply condomless commercial sex among female sex workers in South Africa,2.53
Cerebellar Modules and Their Role as Operational Cerebellar Processing Units,6.53
Adding emollient bath additives to standard eczema management for children with eczema: The BATHE RCT,5.08
Water vapor sorption and glass transition temperatures of phase-separated amorphous blends of hydrophobically-modified starch and sucrose,2.2
Investigating late-onset ADHD: a population cohort investigation,7.7
The value of pregnancy complication history for 10-year cardiovascular disease risk prediction in middle-aged women,6.31
Hydrothermal Conversion of Lipid-Extracted Microalgae Hydrolysate in the Presence of Isopropanol and Steel Furnace Residues,2.16
"The role of climate, water and biotic interactions in shaping biodiversity patterns in arid environments across spatial scales",5.27
"Global statistics on alcohol, tobacco and illicit drug use: 2017 status report",12.85
Imaging Lithospheric Discontinuities Beneath the Northern East African Rift Using S-to-P Receiver Functions,3.56
Losing cichlid fish biodiversity: genetic and morphological homogenization of tilapia following colonization by introduced species,2.52
Short-term and long-term cost-effectiveness of a pedometer-based exercise intervention in primary care: A within-trial analysis and beyond-trial modelling,3.09
Impact of placebo arms on outcomes in antidepressant trials: systematic review and meta-regression analysis,Journal Not Found
One- and two-stage surgical revision of peri-prosthetic joint infection of the hip: a pooled individual participant data analysis of 44 cohort studies,6.31
Avurt: Aspirin versus placebo for the treatment of venous leg ulcers – a phase II pilot randomised controlled trial,5.08
Cross-Sectional Associations of Reallocating Time Between Sedentary and Active Behaviours on Cardiometabolic Risk Factors in Young People: An International Children’s Accelerometry Database (ICAD) Analysis,11.42
Assessment and management of anti-insulin autoantibodies in varying presentations of insulin autoimmune syndrome,5.65
Obesity and loss of disease-free years owing to major non-communicable diseases: a multicohort study,Journal Not Found
Targeting miR-223 in neutrophils enhances the clearance of Staphylococcus aureus in infected wounds,10.07
JRA-55 based surface dataset for driving ocean–sea-ice models (JRA55-do),7.63
Search for beautiful tetraquarks in the ϒ(1S)μ + μ − invariant-mass spectrum,0.5
 J.M.,Journal Not Found
Central exclusive production of J/ψ and ψ(2S) mesons in pp collisions at √s=13 TeV,0.5
 C.,Journal Not Found
Observation of Bs0 → D ̄ ∗0φ and search for B0 → D ̄ 0φ decays OBSERVATION of Bs0 → D ̄ ∗0φ and ... R. AAIJ et al.,0.5
 Germany; Khurewathanakul,Journal Not Found
Observation of the decay Bs0 → D ̄ 0K+K- OBSERVATION of the DECAY ... R. AAIJ et al.,0.5
 Germany; Khurewathanakul,Journal Not Found
Measurement of the production cross section for single top quarks in association with W bosons in proton-proton collisions at √s=13 TeV,0.5
 Germany; Scheuch,Journal Not Found
Charged-particle nuclear modification factors in XeXe collisions at √sNN=5.44 TeV,0.5
 Germany; Nehrkorn,Journal Not Found
Measurement of the groomed jet mass in PbPb and pp collisions at √sNN=5.02 TeV,0.5
 Germany; Künsken,Journal Not Found
The 2B subdomain of Rep helicase links translocation along DNA with protein displacement,Journal Not Found
Nurse-led medicines' monitoring in care homes study protocol: a process evaluation of the impact and sustainability of the adverse drug reaction (ADRe) profile for mental health medicines,3.09
Patient understanding of two commonly used patient reported outcome measures for primary care: A cognitive interview study 11 Medical and Health Sciences 1117 Public Health and Health Services,2.62
A theoretical study of substitutional boron-nitrogen clusters in diamond,2.87
α-actinin accounts for the bioactivity of actin preparations in inducing STAT target genes in Drosophila melanogaster,7.38
High spatial resolution analysis of the iron oxidation state in silicate glasses using the electron probe,2.81
Isoform-specific AMPK association with TBC1D1 is reduced by a mutation associated with severe obesity,5.12
Spectrophotometric analysis of lipid used to examine the phenology of the tick Ixodes ricinus,3.79
Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: A systematic literature review and patient preference elicitation study,3.06
The effect of optimised patient information materials on recruitment in a lung cancer screening trial: An embedded randomised recruitment trial 11 Medical and Health Sciences 1117 Public Health and Health Services,2.67
Inverse modelling of CF4 and NF3 emissions in East Asia,5.94
Observation of Higgs Boson Decay to Bottom Quarks,2.5
 Germany; Stahl,Journal Not Found
"Linking lava flow morphology, water availability and rootless cone formation on the Younger Laxá Lava, NE Iceland",2.96
"Investigating the role of mGluR2 versus mGluR3 in antipsychotic-like effects, sleep-wake architecture and network oscillatory activity using novel Han Wistar rats lacking mGluR2 expression",5.15
Mechanically active materials in three-dimensional mesostructures,Journal Not Found
Methods for 2-Deoxyglycoside Synthesis,56.58
Algal viruses: The (atomic) shape of things to come,4.38
Using temporal expectation to assess auditory streaming in mice,3.93
"STORM 1.0: A simple, flexible, and parsimonious stochastic rainfall generator for simulating climate and climate change",4.99
Chlorine oxidation of VOCs at a semi-rural site in Beijing: Significant chlorine liberation from ClNO2 and subsequent gas- A nd particle-phase Cl-VOC production,8.94
Dear enemies or nasty neighbors? Causes and consequences of variation in the responses of group-living species to territorial intrusions,12.5
Midlife development of type 2 diabetes and hypertension in women by history of hypertensive disorders of pregnancy,5.71
Observation of the decay Λb 0→Λc +pp‾π−,1.5
 R.,Journal Not Found
Infectious Bronchitis Virus Nonstructural Protein 4 Alone Induces Membrane Pairing,4.38
"Associations among elder abuse, depression and PTSD in South Korean older adults",2.91
A constraint upon the basal water distribution and thermal state of the Greenland Ice Sheet from radar bed echoes,5.34
'Hi-Fi AFM': High-speed contact mode atomic force microscopy with optical pickups,2.31
Top–Down Precursory Volcanic Seismicity: Implications for ‘Stealth’ Magma Ascent and Long-Term Eruption Forecasting,Journal Not Found
"An ab initio investigation of the geometries and binding strengths of tetrel-, pnictogen-, and chalcogen-bonded complexes of CO2, N2O, and CS2 with simple Lewis bases: Some generalizations",3.77
Adjustment of refugee children and adolescents in Australia: Outcomes from wave three of the Building a New Life in Australia study,8.82
Role of glucocorticoid negative feedback in the regulation of HPA axis pulsatility,5.57
Antipsychotic polypharmacy and metabolic syndrome in schizophrenia: A review of systematic reviews,3.33
Small molecule inhibitors reveal an indispensable scaffolding role of RIPK2 in NOD2 signaling,8.03
Causal inference in cancer epidemiology: What is the role of mendelian randomization?,6.59
Extreme mechanics in laminated shells: New insights,3.88
The effects of changes to the built environment on the mental health and well-being of adults: Systematic review,3.93
Carotid artery ligation induced intimal thickening and proliferation is unaffected by ageing,2.38
Superpixel-level CFAR detectors for ship detection in SAR imagery,4.07
Numerical continuation of limit cycle oscillations and bifurcations in high-aspect-ratiowings,Journal Not Found
Concealment in a dynamic world: dappled light and caustics mask movement,3.45
Optimisation of the two-dimensional hydraulic model LISFOOD-FP for CPU architecture,5.27
